datetime,device_name,frequency,humidity,latitude,longitude,network,pm2_5,s1_pm2_5,s2_pm2_5,site_name,temperature
2026-03-30 00:00:00Z,airqo-g5187,daily,22.364772788503,2.77313813255549,32.3048082571375,airqo,12.16,6.88,4.63,Gulu Main Market,8.15871211254235
2026-03-31 00:00:00Z,airqo-g5187,daily,0,2.77313813255549,32.3048082571375,airqo,18.27,10.41,7.33,Gulu Main Market,0
2026-04-01 00:00:00Z,airqo-g5187,daily,18.9074999839067,2.77313813255549,32.3048082571375,airqo,12.96,10.99,7.39,Gulu Main Market,8.43674997806549
2026-04-02 00:00:00Z,airqo-g5187,daily,14.0695652711219,2.77313813255549,32.3048082571375,airqo,14.57,19.63,14.49,Gulu Main Market,4.0866666406825
2026-04-03 00:00:00Z,airqo-g5187,daily,0,2.77313813255549,32.3048082571375,airqo,15.02,12.65,8.57,Gulu Main Market,0
2026-03-28 00:00:00Z,airqo_g5204,daily,80.8104167381923,0.380680868973113,32.5540977045693,airqo,28.66,34.94,46.55,kawempe moslem p/s,25.2937498490016
2026-03-29 00:00:00Z,airqo_g5204,daily,84.3250003953775,0.383729737946226,32.5553394091387,airqo,17.26,26.12,31.88,kawempe moslem p/s,25.4999999602636
2026-03-30 00:00:00Z,airqo_g5204,daily,83.0083335439364,0.383729737946226,32.5553394091387,airqo,30.98,41.69,52.26,kawempe moslem p/s,26.1750000317891
2026-03-31 00:00:00Z,airqo_g5204,daily,60.6622284065141,0.383729737946226,32.5553394091387,airqo,14.4,26.58,32.86,kawempe moslem p/s,30.8964914450629
2026-04-01 00:00:00Z,airqo_g5204,daily,75.2456253278256,0.386730561017425,32.5579978090577,airqo,23.06,30.02,36.47,kawempe moslem p/s,27.3793749284744
2026-04-02 00:00:00Z,airqo_g5204,daily,68.37499989748,0.382945042767736,32.5587836454832,airqo,26.02,32.22,37.95,kawempe moslem p/s,29.5420000572205
2026-04-03 00:00:00Z,airqo_g5204,daily,62.7419065934066,0.383729737946226,32.5553394091387,airqo,19.07,43.79,53.92,kawempe moslem p/s,32.3204945054945
2026-03-28 00:00:00Z,airqo_g5206,daily,73.9995827652643,0.317411567077254,32.5870783631217,airqo,24.09,44.64,37.21,"Civic Centre, Kampala Central",26.4787521588088
2026-03-29 00:00:00Z,airqo_g5206,daily,76.637943679053,0.317411567077254,32.5870783631217,airqo,22.89,52.53,43.21,"Civic Centre, Kampala Central",26.1635497849947
2026-03-30 00:00:00Z,airqo_g5206,daily,86.7156189305101,0.317411567077254,32.5870783631217,airqo,65.37,97.84,80.84,"Civic Centre, Kampala Central",23.7438333237966
2026-03-31 00:00:00Z,airqo_g5206,daily,,,,airqo,,,,"Civic Centre, Kampala Central",
2026-04-01 00:00:00Z,airqo_g5206,daily,,,,airqo,,,,"Civic Centre, Kampala Central",
2026-04-02 00:00:00Z,airqo_g5206,daily,66.6329079251168,0.315111661907951,32.5888297883427,airqo,23.71,49.02,41.08,"Civic Centre, Kampala Central",28.7208349354699
2026-04-03 00:00:00Z,airqo_g5206,daily,84.5878571428571,0.313911711384836,32.5897435754145,airqo,26.76,78.39,64.85,"Civic Centre, Kampala Central",24.6334126984127
2026-03-28 00:00:00Z,airqo_g5247,daily,84.3327782702928,0.421398966654243,32.6596687229684,airqo,12.33,16.77,24.29,"Nsasa, Kira Municipality",23.6089178605998
2026-03-29 00:00:00Z,airqo_g5247,daily,79.4517453088557,0.421398966654243,32.6596687229684,airqo,15.38,22.46,30.85,"Nsasa, Kira Municipality",25.979773634363
2026-03-30 00:00:00Z,airqo_g5247,daily,84.640246658727,0.421398966654243,32.6596687229684,airqo,20.07,30.2,40.57,"Nsasa, Kira Municipality",23.7678168653495
2026-03-31 00:00:00Z,airqo_g5247,daily,77.0126074671151,0.421398966654243,32.6596687229684,airqo,17.15,19.68,27.92,"Nsasa, Kira Municipality",25.9919345445321
2026-04-01 00:00:00Z,airqo_g5247,daily,79.6795051130242,0.421398966654243,32.6596687229684,airqo,11.9,16.95,24.48,"Nsasa, Kira Municipality",25.6433485913214
2026-04-02 00:00:00Z,airqo_g5247,daily,80.7377013160284,0.421398966654243,32.6596687229684,airqo,17.71,27.23,37.22,"Nsasa, Kira Municipality",25.9807583517078
2026-04-03 00:00:00Z,airqo_g5247,daily,80.9272757344955,0.421398966654243,32.6596687229684,airqo,21.47,32.34,43.17,"Nsasa, Kira Municipality",25.9862458659172
2026-03-28 00:00:00Z,airqo_g5271,daily,77.4382524372927,0.32174,32.5724,airqo,28.11,27.66,23.16,"Embassy of France, Lumumba avenue",24.2800460842204
2026-03-29 00:00:00Z,airqo_g5271,daily,75.2322022950223,0.32174,32.5724,airqo,33.47,30.06,26.42,"Embassy of France, Lumumba avenue",26.0329642883634
2026-03-30 00:00:00Z,airqo_g5271,daily,84.2491014279139,0.32174,32.5724,airqo,23.76,46.79,41.65,"Embassy of France, Lumumba avenue",23.4802608446868
2026-03-31 00:00:00Z,airqo_g5271,daily,71.7971636002886,0.32174,32.5724,airqo,26.16,42.4,36.26,"Embassy of France, Lumumba avenue",26.2711751443001
2026-04-01 00:00:00Z,airqo_g5271,daily,78.080275961266,0.32174,32.5724,airqo,23.49,32.05,28.9,"Embassy of France, Lumumba avenue",25.1810537420707
2026-04-02 00:00:00Z,airqo_g5271,daily,75.2782751480631,0.32174,32.5724,airqo,32.37,36.89,34.02,"Embassy of France, Lumumba avenue",26.1553356322536
2026-04-03 00:00:00Z,airqo_g5271,daily,69.5126285714286,0.32174,32.5724,airqo,29.39,50.02,45.43,"Embassy of France, Lumumba avenue",27.924680952381
2026-03-28 00:00:00Z,airqo_g5279,daily,86.6751553609415,0.3109,32.61766,airqo,13,2.28,21.62,"Bugolobi, Nakawa",23.2225309607675
2026-03-29 00:00:00Z,airqo_g5279,daily,83.8140541525035,0.3109,32.61766,airqo,13.02,3.06,27.91,"Bugolobi, Nakawa",25.0676157500126
2026-03-30 00:00:00Z,airqo_g5279,daily,92.60750547165,0.3109,32.61766,airqo,13.31,6.37,38.24,"Bugolobi, Nakawa",22.7356576977263
2026-03-31 00:00:00Z,airqo_g5279,daily,83.3054467893218,0.3109,32.61766,airqo,14.97,4.03,27.66,"Bugolobi, Nakawa",24.9078326118326
2026-04-01 00:00:00Z,airqo_g5279,daily,85.6167454273786,0.3109,32.61766,airqo,12.85,2.57,19.03,"Bugolobi, Nakawa",24.3442546428751
2026-04-02 00:00:00Z,airqo_g5279,daily,84.5913524872363,0.3109,32.61766,airqo,13.95,3.03,25.33,"Bugolobi, Nakawa",24.9569028354142
2026-04-03 00:00:00Z,airqo_g5279,daily,78.0202295321637,0.3109,32.61766,airqo,16.16,11.83,38,"Bugolobi, Nakawa",27.5838011695906
2026-03-28 00:00:00Z,airqo_g5281,daily,75.9114284676378,0.31073,32.57276,airqo,17.08,49.43,44,Kisenyi Health Centre 4 (KCCA),25.251802054987
2026-03-29 00:00:00Z,airqo_g5281,daily,72.7759881179536,0.31073,32.57276,airqo,17.79,41.46,37.05,Kisenyi Health Centre 4 (KCCA),26.5839748373601
2026-03-30 00:00:00Z,airqo_g5281,daily,74.4080951286308,0.31073,32.57276,airqo,15.29,24.46,21.51,Kisenyi Health Centre 4 (KCCA),25.0816110899183
2026-03-31 00:00:00Z,airqo_g5281,daily,78.7037242063492,0.31073,32.57276,airqo,14.46,44.75,38.45,Kisenyi Health Centre 4 (KCCA),23.6406172619048
2026-04-01 00:00:00Z,airqo_g5281,daily,72.3733785975106,0.31073,32.57276,airqo,24.51,48.17,43.32,Kisenyi Health Centre 4 (KCCA),26.4937416868995
2026-04-02 00:00:00Z,airqo_g5281,daily,73.1803210649071,0.31073,32.57276,airqo,21.23,40.09,36.57,Kisenyi Health Centre 4 (KCCA),26.1932428719778
2026-04-03 00:00:00Z,airqo_g5281,daily,71.512,0.31073,32.57276,airqo,14.95,47.93,43.06,Kisenyi Health Centre 4 (KCCA),26.535
2026-03-28 00:00:00Z,airqo_g5282,daily,79.6703459698509,0.651932091148193,30.269411561547,airqo,27.97,64.23,54.09,"Lorry Park, Fort Portal",21.57993098205
2026-03-29 00:00:00Z,airqo_g5282,daily,76.8072944686905,0.651932091148193,30.269411561547,airqo,23.01,63.8,53.94,"Lorry Park, Fort Portal",22.7397891507451
2026-03-30 00:00:00Z,airqo_g5282,daily,81.802126563125,0.651932091148193,30.269411561547,airqo,35.47,75.75,63.15,"Lorry Park, Fort Portal",21.2528364499805
2026-03-31 00:00:00Z,airqo_g5282,daily,72.9423425324675,0.651932091148193,30.269411561547,airqo,17.14,49.11,41.85,"Lorry Park, Fort Portal",24.0519545454545
2026-04-01 00:00:00Z,airqo_g5282,daily,72.1624216063353,0.651932091148193,30.269411561547,airqo,16.46,30.48,26.21,"Lorry Park, Fort Portal",23.6045089438037
2026-04-02 00:00:00Z,airqo_g5282,daily,82.8617202697188,0.651932091148193,30.269411561547,airqo,23.03,54.73,46.27,"Lorry Park, Fort Portal",20.7791319722599
2026-04-03 00:00:00Z,airqo_g5282,daily,72.7881,0.651932091148193,30.269411561547,airqo,24.03,65.51,55.52,"Lorry Park, Fort Portal",22.0780523809524
2026-03-28 00:00:00Z,airqo_g5292,daily,71.7744840991686,0.343809,32.5488243333333,airqo,13.81,41.2,36.12,Kawaala Health Centre,26.4085316877516
2026-03-29 00:00:00Z,airqo_g5292,daily,82.3357077777007,0.34070486209033,32.5571585972325,airqo,19.01,66.57,58.16,Kawaala Health Centre,24.0610681411198
2026-03-30 00:00:00Z,airqo_g5292,daily,86.1015044077261,0.340285966512077,32.5561211651832,airqo,30.68,52.94,45.32,Kawaala Health Centre,22.7109025555906
2026-03-31 00:00:00Z,airqo_g5292,daily,67.616875,0.337013912940648,32.5585828437546,airqo,9.99,33.78,28.99,Kawaala Health Centre,23.3379017857143
2026-04-01 00:00:00Z,airqo_g5292,daily,79.7024702313897,0.341348327278554,32.5565101493751,airqo,12.3,41.27,36.04,Kawaala Health Centre,24.897160206333
2026-04-02 00:00:00Z,airqo_g5292,daily,77.1779714466766,0.340007342839485,32.5542334272032,airqo,19.6,44.82,39.44,Kawaala Health Centre,25.5759617404599
2026-04-03 00:00:00Z,airqo_g5292,daily,59.0975555555556,0.341196651762594,32.5582673750185,airqo,11.81,46.72,43.19,Kawaala Health Centre,32.3064444444444
2026-03-28 00:00:00Z,airqo_g5293,daily,80.7360737197795,0.324482007513116,32.5710733764136,airqo,14.13,24.54,25.11,Buganda Road P.S,24.1652909946946
2026-03-29 00:00:00Z,airqo_g5293,daily,78.6272681627806,0.324482007513116,32.5710733764136,airqo,13.78,28.22,28.65,Buganda Road P.S,25.7419786906968
2026-03-30 00:00:00Z,airqo_g5293,daily,84.6280194641099,0.324482007513116,32.5710733764136,airqo,24.61,44.45,44.94,Buganda Road P.S,23.0294499745797
2026-03-31 00:00:00Z,airqo_g5293,daily,73.4779680881124,0.324482007513116,32.5710733764136,airqo,12.69,21.73,22.37,Buganda Road P.S,26.3108970880019
2026-04-01 00:00:00Z,airqo_g5293,daily,78.9525962482309,0.324482007513116,32.5710733764136,airqo,14.36,25.38,25.78,Buganda Road P.S,25.5824659338664
2026-04-02 00:00:00Z,airqo_g5293,daily,94.0291670461496,0.324482007513116,32.5710733764136,airqo,35.34,54.53,55.19,Buganda Road P.S,20.9604164759318
2026-04-03 00:00:00Z,airqo_g5293,daily,64.045850877193,0.324482007513116,32.5710733764136,airqo,12.54,34.3,34.84,Buganda Road P.S,29.8016461988304
2026-03-28 00:00:00Z,airqo_g5328,daily,47.0692405921354,0.3201476873706,32.6186802971014,airqo,27.97,28.98,23.7,Kiswa Health Centre,11.1000000773997
2026-03-29 00:00:00Z,airqo_g5328,daily,39.6387498627106,0.321328894047619,32.6172419571429,airqo,32.94,36.03,29.9,Kiswa Health Centre,10.2866666841507
2026-03-30 00:00:00Z,airqo_g5328,daily,48.1175451906495,0.321487661848072,32.6163810019841,airqo,37.21,66.82,54.06,Kiswa Health Centre,11.7380952229576
2026-03-31 00:00:00Z,airqo_g5328,daily,0,0.321077619047619,32.6168752131519,airqo,31.59,33.14,27.06,Kiswa Health Centre,0
2026-04-01 00:00:00Z,airqo_g5328,daily,35.6671125843277,0.32127265320911,32.6172665434783,airqo,22.47,32.05,26,Kiswa Health Centre,8.65978260316711
2026-04-02 00:00:00Z,airqo_g5328,daily,36.9427083267106,0.320656641865079,32.616986594246,airqo,28.54,39,32.23,Kiswa Health Centre,10.1148313482602
2026-04-03 00:00:00Z,airqo_g5328,daily,0,0.321459848809524,32.6173580125,airqo,31.91,47.82,39.95,Kiswa Health Centre,0
2026-03-28 00:00:00Z,airqo_g5330,daily,85.8135457789323,0.389587444732747,32.5839168139496,airqo,27.87,33.76,28.3,Komamboga Health Centre,23.8462745376
2026-03-29 00:00:00Z,airqo_g5330,daily,85.5520918223141,0.390208551725953,32.5862866215621,airqo,22.89,47.57,38.69,Komamboga Health Centre,24.7783036179822
2026-03-30 00:00:00Z,airqo_g5330,daily,90.065170365571,0.389775202451433,32.584765301586,airqo,29.64,49.02,39.68,Komamboga Health Centre,22.7721646708765
2026-03-31 00:00:00Z,airqo_g5330,daily,81.5255707594441,0.390149682844636,32.5853925030159,airqo,18.73,29.77,24.75,Komamboga Health Centre,25.001880544939
2026-04-01 00:00:00Z,airqo_g5330,daily,84.7155974156069,0.389005001886825,32.5837308634653,airqo,20.94,27.43,23.25,Komamboga Health Centre,25.0033186535271
2026-04-02 00:00:00Z,airqo_g5330,daily,83.8186172772329,0.389446049598972,32.5842881519084,airqo,24.2,35.14,29.37,Komamboga Health Centre,25.7675693895391
2026-04-03 00:00:00Z,airqo_g5330,daily,78.1,0.389565952380952,32.5840108571429,airqo,26.97,37.88,30.99,Komamboga Health Centre,27.5576984126984
2026-03-28 00:00:00Z,airqo_g5331,daily,38.5597826130148,0.402773193995859,32.5931711548654,airqo,20.08,32.03,30.82,Agricultural Resource Centre Kyanja,9.5902173553688
2026-03-29 00:00:00Z,airqo_g5331,daily,43.8921132878888,0.401475032142857,32.5933300704365,airqo,37.75,48.96,47.28,Agricultural Resource Centre Kyanja,11.4732638398806
2026-03-30 00:00:00Z,airqo_g5331,daily,44.9886112246248,0.401991339285714,32.5931701059524,airqo,46.68,65.94,66.22,Agricultural Resource Centre Kyanja,11.1925000190735
2026-03-31 00:00:00Z,airqo_g5331,daily,0,0.401508575757576,32.593259469697,airqo,13.13,19.53,18.56,Agricultural Resource Centre Kyanja,0
2026-04-01 00:00:00Z,airqo_g5331,daily,63.4780263632103,0.402136487394958,32.593548010084,airqo,17.1,23.89,22.35,Agricultural Resource Centre Kyanja,15.7205881604961
2026-04-02 00:00:00Z,airqo_g5331,daily,5.62820507165713,0.402216230769231,32.5932171025641,airqo,37.18,48.29,47.06,Agricultural Resource Centre Kyanja,2.16089742611616
2026-04-03 00:00:00Z,airqo_g5331,daily,0,0.407395488795518,32.5930342913165,airqo,33.09,43.8,42.42,Agricultural Resource Centre Kyanja,0
2026-03-28 00:00:00Z,airqo_g5335,daily,73.2023862473599,0.347510781451332,32.589024485427,airqo,28.55,80.63,78.47,Kamwokya Primary School,25.4169417947032
2026-03-29 00:00:00Z,airqo_g5335,daily,81.9681819641229,0.347510781451332,32.589024485427,airqo,62.21,117.24,118.7,Kamwokya Primary School,22.9863636421435
2026-03-30 00:00:00Z,airqo_g5335,daily,,,,airqo,,,,Kamwokya Primary School,
2026-03-31 00:00:00Z,airqo_g5335,daily,70.4501623376623,0.347510781451332,32.589024485427,airqo,16.73,53.97,52.27,Kamwokya Primary School,26.5360245310245
2026-04-01 00:00:00Z,airqo_g5335,daily,86.7353675983089,0.347828952108921,32.5891573711634,airqo,41.93,105.93,105.21,Kamwokya Primary School,21.789615450639
2026-04-02 00:00:00Z,airqo_g5335,daily,84.3758332700389,0.347806225633379,32.5891478793251,airqo,24.2,34.44,32.96,Kamwokya Primary School,23.6782143424806
2026-04-03 00:00:00Z,airqo_g5335,daily,51.8857142857143,0.347510781451332,32.589024485427,airqo,14.46,286.19,276.23,Kamwokya Primary School,31.4085714285714
2026-03-28 00:00:00Z,airqo_g5336,daily,90.4635236481939,0.34904,32.56122,airqo,20.47,59.49,68.3,Kawempe Division,21.6670316506643
2026-03-29 00:00:00Z,airqo_g5336,daily,83.1659055627994,0.34904,32.56122,airqo,22,73.31,84.54,Kawempe Division,24.2412735678725
2026-03-30 00:00:00Z,airqo_g5336,daily,88.2193714594311,0.34904,32.56122,airqo,32.3,57.28,68.22,Kawempe Division,22.2813685135301
2026-03-31 00:00:00Z,airqo_g5336,daily,77.3909802414152,0.34904,32.56122,airqo,17.06,27.11,34.57,Kawempe Division,25.5562211599245
2026-04-01 00:00:00Z,airqo_g5336,daily,77.6840559514288,0.34904,32.56122,airqo,31.08,38.76,46.16,Kawempe Division,25.1430796932589
2026-04-02 00:00:00Z,airqo_g5336,daily,79.0789380276862,0.34904,32.56122,airqo,31.64,45.36,54.08,Kawempe Division,25.2245201482056
2026-04-03 00:00:00Z,airqo_g5336,daily,89.6487967836257,0.34904,32.56122,airqo,35.73,52.59,60.54,Kawempe Division,24.5174839181286
2026-03-28 00:00:00Z,airqo_g5337,daily,82.4105704397247,0.32542858644371,32.5924233660361,airqo,13.1,20.45,16.63,Kololo AirStrip,23.6768580616675
2026-03-29 00:00:00Z,airqo_g5337,daily,88.5984919840638,0.324551095429049,32.5930972969179,airqo,20.87,32.2,25.63,Kololo AirStrip,22.8422896734571
2026-03-30 00:00:00Z,airqo_g5337,daily,90.3679430988319,0.32556715481248,32.5922318253852,airqo,15.93,27.57,9.74,Kololo AirStrip,22.3585655975453
2026-03-31 00:00:00Z,airqo_g5337,daily,77.1286637856897,0.325147955701754,32.5923388788915,airqo,19.46,19.52,17.66,Kololo AirStrip,24.8785060629515
2026-04-01 00:00:00Z,airqo_g5337,daily,82.5757813737964,0.323522226895606,32.5941557684629,airqo,14.32,23.35,15.85,Kololo AirStrip,24.6201255522447
2026-04-02 00:00:00Z,airqo_g5337,daily,82.5977871679789,0.325557782525845,32.5921054035676,airqo,27.69,25.92,4.31,Kololo AirStrip,24.67876354844
2026-04-03 00:00:00Z,airqo_g5337,daily,81.385751984127,0.325565856875645,32.5916736143791,airqo,33,41.6,14.66,Kololo AirStrip,26.7845685414517
2026-03-28 00:00:00Z,airqo_g5339,daily,93.1666662295659,0.337960198674665,32.5679088408742,airqo,22.23,30.27,30.67,Makerere University Weather Station 94,19.0250000953674
2026-03-29 00:00:00Z,airqo_g5339,daily,88.4833340843518,0.337960198674665,32.5679088408742,airqo,15.99,19.69,21.35,Makerere University Weather Station 94,21.4166666666667
2026-03-30 00:00:00Z,airqo_g5339,daily,,,,airqo,,,,Makerere University Weather Station 94,
2026-03-31 00:00:00Z,airqo_g5339,daily,,,,airqo,,,,Makerere University Weather Station 94,
2026-04-01 00:00:00Z,airqo_g5339,daily,89.1666668156783,0.337960198674665,32.5679088408742,airqo,18.26,30.52,32.28,Makerere University Weather Station 94,22.5333331425985
2026-04-02 00:00:00Z,airqo_g5339,daily,88.6874999437067,0.337960198674665,32.5679088408742,airqo,21.16,24.76,26.44,Makerere University Weather Station 94,21.9277778731452
2026-04-03 00:00:00Z,airqo_g5339,daily,,0.337960198674665,32.5679088408742,airqo,21.92,65.18,36.48,Makerere University Weather Station 94,
2026-03-28 00:00:00Z,airqo_g5341,daily,85.5451819258043,0.33251193532336,32.5683158041155,airqo,15.03,21.23,21.43,Makerere University Weather Station 94,22.2567531846199
2026-03-29 00:00:00Z,airqo_g5341,daily,83.5215687896691,0.334341285838017,32.5659029073009,airqo,27.4,30.35,29.6,Makerere University Weather Station 94,23.4533398225049
2026-03-30 00:00:00Z,airqo_g5341,daily,90.428670212092,0.333433237244898,32.5681856513605,airqo,30.68,38.75,39.36,Makerere University Weather Station 94,22.0398787090276
2026-03-31 00:00:00Z,airqo_g5341,daily,77.5801428571429,0.333869303605896,32.5673075084695,airqo,21,34.27,35.31,Makerere University Weather Station 94,23.93385
2026-04-01 00:00:00Z,airqo_g5341,daily,86.1179269532289,0.33326479501926,32.5683358037273,airqo,18.76,27.46,28.36,Makerere University Weather Station 94,23.1299782981873
2026-04-02 00:00:00Z,airqo_g5341,daily,81.8812548404862,0.333323157556936,32.5674353757764,airqo,31.66,36.37,36.57,Makerere University Weather Station 94,24.1983841063458
2026-04-03 00:00:00Z,airqo_g5341,daily,78.0018095238095,0.333599265934066,32.5686281384615,airqo,20.22,38.2,38.8,Makerere University Weather Station 94,25.5779743589744
